Age,Attrition,BusinessTravel,Department,DistanceFromHome,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Higher_Education,Year_of_Hire,Date_of_termination,Status_of_leaving,Mode_of_work,Leaves,Absenteeism,Work_accident,Source_of_Hire,Job_mode
28,no,Travel_Rarely,Research & Development,1,Female,3,1,RS,1,Married,3591,1,no,25,4,1,3,3,3,1,2,Graduation,2018,,Salary,OFFICE,2,2,yes,Job Event,Part Time
28,no,Non-Travel,Human Resources,1,Male,3,1,HR,4,Divorced,2706,1,no,15,3,1,3,2,3,2,2,Post-Graduation,2018,,Work Accident,OFFICE,2,0,yes,Recruiter,Part Time
29,no,Travel_Rarely,Research & Development,7,Male,3,1,LT,1,Single,2062,3,no,14,3,0,11,2,3,1,2,PHD,2018,,Work Accident,WFH,5,0,yes,Job Event,FullTime
35,no,Travel_Rarely,Research & Development,16,Female,2,2,MD,2,Married,4788,0,yes,11,3,0,4,2,3,0,2,Graduation,2018,,Dept.Head,OFFICE,0,1,yes,Job Portal,Contract
39,no,Non-Travel,Sales,21,Female,1,2,SE,3,Married,5736,6,no,19,3,1,10,1,3,1,2,PHD,2018,,Work Environment,OFFICE,5,0,no,Walk-in,Contract
22,no,Travel_Rarely,Research & Development,1,Male,3,1,RS,3,Single,3375,0,no,12,3,0,4,2,3,1,2,12th,2018,,Salary,WFH,0,1,no,Recruiter,Contract
50,yes,Travel_Rarely,Sales,28,Male,2,3,SE,1,Divorced,10854,4,yes,13,3,1,20,3,3,2,0,Graduation,2018,,Better Opportunity,OFFICE,3,2,yes,Job Event,Contract
28,yes,Travel_Rarely,Research & Development,24,Male,2,1,LT,3,Single,2028,5,yes,14,3,0,6,4,4,0,3,Graduation,2017,,Dept.Head,WFH,2,0,no,Job Portal,FullTime
24,no,Non-Travel,Research & Development,11,Female,4,2,MD,3,Divorced,4011,0,no,18,3,1,5,5,4,1,3,Graduation,2017,,Work Accident,WFH,3,1,yes,Walk-in,FullTime
34,yes,Travel_Rarely,Research & Development,6,Male,3,1,RS,1,Single,2960,2,no,11,3,0,8,2,4,1,3,Post-Graduation,2017,,Dept.Head,WFH,1,1,yes,Recruiter,FullTime
44,no,Travel_Rarely,Research & Development,10,Male,3,2,HCR,4,Married,6465,2,yes,13,3,0,9,5,4,1,3,12th,2017,,Work Accident,OFFICE,5,3,yes,Job Event,Part Time
44,no,Travel_Rarely,Sales,1,Female,3,2,SE,1,Divorced,5454,5,yes,21,4,1,9,2,4,1,3,12th,2017,,Salary,OFFICE,5,3,yes,Walk-in,FullTime
35,no,Non-Travel,Research & Development,11,Male,2,3,HCR,1,Married,9884,2,yes,13,3,1,10,3,4,2,3,Post-Graduation,2017,,Salary,OFFICE,1,1,yes,Recruiter,Part Time
59,no,Travel_Frequently,Sales,1,Female,2,2,SE,3,Single,5473,7,no,11,3,0,20,2,4,1,3,Post-Graduation,2017,,Better Opportunity,WFH,1,0,yes,Walk-in,Part Time
46,no,Travel_Rarely,Human Resources,5,Male,3,2,HR,2,Divorced,5021,8,yes,22,4,1,16,2,4,0,2,Graduation,2017,,Work Accident,WFH,2,3,no,Walk-in,FullTime
51,no,Travel_Rarely,Research & Development,9,Male,3,1,LT,4,Married,2075,3,no,23,4,2,10,4,4,0,3,Post-Graduation,2017,,Work Environment,OFFICE,4,0,yes,Job Portal,Contract
54,no,Travel_Rarely,Research & Development,2,Female,3,3,RD,3,Married,13549,9,no,12,3,1,16,5,4,0,3,Graduation,2017,,Work Accident,WFH,4,0,no,Job Event,FullTime
51,yes,Travel_Frequently,Research & Development,8,Male,1,3,MD,4,Single,10650,2,no,15,3,0,18,2,4,0,3,Graduation,2017,,Salary,WFH,1,2,yes,Job Event,Contract
34,no,Travel_Frequently,Sales,2,Female,3,1,SRep,3,Married,2231,6,no,18,3,1,6,3,4,1,2,PHD,2017,,Salary,OFFICE,3,0,no,Walk-in,FullTime
31,no,Travel_Rarely,Research & Development,12,Female,3,1,RS,4,Married,3929,8,yes,23,4,1,7,0,4,0,2,Post-Graduation,2017,,Work Accident,OFFICE,0,3,yes,Recruiter,FullTime
41,yes,Travel_Rarely,Sales,20,Female,3,1,SRep,2,Single,3140,1,yes,22,4,0,4,5,4,0,2,Post-Graduation,2017,,Better Opportunity,WFH,3,0,yes,Recruiter,FullTime
53,no,Travel_Rarely,Research & Development,13,Female,4,2,MD,1,Divorced,4450,1,no,11,3,2,5,3,4,1,3,12th,2017,,Dept.Head,OFFICE,1,2,no,Walk-in,Contract
22,no,Travel_Rarely,Research & Development,5,Male,4,1,RS,2,Divorced,2328,1,yes,16,3,1,4,2,4,2,2,Graduation,2017,,Work Environment,WFH,4,2,no,Job Portal,FullTime
46,no,Travel_Rarely,Research & Development,1,Male,3,3,HCR,1,Divorced,9396,7,no,16,3,1,17,3,4,0,3,12th,2017,,Salary,OFFICE,4,3,no,Job Event,Contract
29,yes,Travel_Rarely,Research & Development,18,Male,2,1,RS,4,Single,2389,1,yes,13,3,0,4,3,4,0,1,PHD,2017,,Salary,OFFICE,4,2,yes,Job Event,Contract
32,no,Travel_Rarely,Sales,4,Female,3,1,SRep,2,Married,3931,2,no,11,3,1,6,5,4,1,2,Post-Graduation,2017,,Work Environment,WFH,2,1,no,Recruiter,FullTime
25,no,Travel_Rarely,Research & Development,1,Female,3,2,MD,3,Married,4898,0,no,12,3,2,5,3,4,1,2,Graduation,2017,,Work Accident,OFFICE,4,2,yes,Job Portal,Part Time
37,no,Travel_Frequently,Research & Development,9,Male,3,1,RS,4,Married,2326,1,yes,12,3,3,4,3,4,1,2,12th,2017,,Work Accident,WFH,0,1,yes,Recruiter,FullTime
51,no,Travel_Rarely,Research & Development,2,Male,1,2,MD,2,Divorced,5482,5,no,18,3,1,13,3,4,1,2,12th,2017,,Dept.Head,OFFICE,2,3,no,Recruiter,Contract
27,no,Travel_Rarely,Research & Development,5,Female,3,1,RS,2,Single,2478,1,yes,12,3,0,4,2,4,1,2,Post-Graduation,2017,,Better Opportunity,WFH,0,1,no,Job Event,Contract
54,no,Travel_Frequently,Research & Development,20,Female,3,2,RS,3,Single,4869,3,no,12,3,0,20,4,4,0,3,PHD,2017,,Better Opportunity,WFH,2,1,no,Job Event,Contract
40,no,Travel_Rarely,Sales,1,Male,1,2,SE,4,Married,7457,2,yes,22,4,3,6,2,4,0,2,Post-Graduation,2017,,Work Environment,WFH,0,3,yes,Job Event,Contract
23,no,Travel_Rarely,Research & Development,26,Male,3,1,RS,4,Divorced,2904,1,no,12,3,2,4,2,4,0,2,Graduation,2017,,Dept.Head,OFFICE,0,2,yes,Job Event,FullTime
29,no,Non-Travel,Sales,2,Male,3,2,SE,3,Married,4649,1,no,14,3,1,4,3,4,0,2,Post-Graduation,2017,,Dept.Head,WFH,2,3,no,Job Portal,FullTime
50,no,Travel_Rarely,Research & Development,10,Male,2,3,HCR,4,Single,10496,6,no,15,3,0,20,2,4,1,3,Graduation,2017,,Dept.Head,WFH,2,1,yes,Walk-in,Contract
54,no,Travel_Rarely,Research & Development,5,Male,3,5,RD,1,Married,19406,4,no,11,3,1,24,4,4,1,2,Post-Graduation,2017,,Dept.Head,WFH,0,3,yes,Recruiter,Part Time
31,no,Travel_Rarely,Research & Development,1,Male,2,1,LT,1,Married,2218,1,no,12,3,1,4,3,4,3,2,Graduation,2017,,Work Environment,OFFICE,0,1,no,Job Portal,FullTime
33,yes,Travel_Rarely,Research & Development,10,Male,1,1,LT,4,Divorced,3408,7,no,13,3,3,8,2,4,1,3,12th,2017,,Better Opportunity,WFH,2,2,no,Walk-in,Part Time
32,yes,Non-Travel,Sales,11,Male,4,2,SE,3,Married,4707,8,no,12,3,0,6,2,4,1,2,Post-Graduation,2017,,Better Opportunity,WFH,0,1,no,Walk-in,FullTime
27,yes,Travel_Rarely,Sales,2,Male,3,1,SRep,1,Divorced,3041,0,no,11,3,1,5,3,4,0,2,12th,2017,,Dept.Head,OFFICE,0,2,no,Job Portal,Part Time
27,no,Travel_Rarely,Research & Development,3,Male,2,1,RS,4,Single,2045,0,no,13,3,0,5,0,4,1,1,12th,2017,,Work Environment,WFH,0,2,no,Recruiter,FullTime
50,yes,Travel_Frequently,Sales,8,Male,3,2,SE,3,Married,6796,3,yes,14,3,1,18,4,4,1,3,12th,2017,,Better Opportunity,OFFICE,3,1,no,Recruiter,FullTime
23,no,Travel_Rarely,Research & Development,9,Male,3,1,LT,1,Married,2500,1,no,14,3,1,5,2,4,0,2,12th,2017,,Work Accident,OFFICE,3,0,yes,Job Portal,Part Time
40,no,Travel_Rarely,Research & Development,2,Female,2,1,RS,4,Single,2342,0,yes,20,4,0,5,2,4,2,3,Post-Graduation,2017,,Dept.Head,WFH,3,3,no,Job Event,Part Time
52,no,Non-Travel,Research & Development,19,Male,3,1,RS,4,Married,4258,0,no,18,3,1,5,3,4,1,2,Graduation,2017,,Work Accident,WFH,0,1,no,Recruiter,FullTime
26,yes,Travel_Rarely,Sales,8,Male,2,2,SE,1,Single,5326,6,no,17,3,0,6,2,4,1,2,12th,2017,,Dept.Head,WFH,0,1,yes,Recruiter,Part Time
34,no,Travel_Rarely,Research & Development,1,Female,4,1,RS,4,Single,3280,2,no,16,3,0,10,2,4,1,3,Post-Graduation,2017,,Dept.Head,WFH,1,2,yes,Walk-in,Contract
27,no,Travel_Frequently,Sales,8,Male,3,2,SE,4,Married,4342,0,no,19,3,1,5,3,4,1,1,12th,2017,,Work Accident,OFFICE,4,2,yes,Recruiter,Part Time
50,no,Travel_Rarely,Research & Development,2,Male,3,4,RD,3,Married,17639,5,no,16,3,0,30,3,4,0,3,Post-Graduation,2017,,Salary,OFFICE,1,3,yes,Job Portal,Part Time
42,no,Travel_Rarely,Research & Development,1,Female,2,2,MD,4,Married,6062,9,yes,13,3,1,8,4,4,0,2,Graduation,2017,,Work Accident,WFH,0,0,no,Job Event,FullTime
38,no,Travel_Frequently,Research & Development,12,Male,2,2,HCR,1,Divorced,6288,2,no,15,3,1,13,3,4,1,2,Post-Graduation,2017,,Dept.Head,OFFICE,1,3,yes,Recruiter,Contract
43,no,Travel_Rarely,Research & Development,14,Male,3,4,RD,1,Married,17159,6,no,24,4,1,22,3,4,1,0,Post-Graduation,2017,,Dept.Head,WFH,5,2,no,Recruiter,Contract
25,no,Travel_Rarely,Research & Development,2,Male,4,1,RS,1,Single,3424,7,no,13,3,0,6,3,4,0,1,Graduation,2017,,Dept.Head,WFH,5,1,yes,Job Event,FullTime
49,no,Travel_Rarely,Research & Development,1,Female,3,1,RS,1,Married,3580,2,no,16,3,1,7,2,4,0,2,Graduation,2017,,Work Environment,OFFICE,3,1,yes,Recruiter,Contract
33,no,Travel_Rarely,Human Resources,3,Male,3,1,HR,2,Divorced,2277,3,yes,11,3,1,7,4,4,0,3,Graduation,2017,,Dept.Head,WFH,4,0,yes,Recruiter,Part Time
29,no,Travel_Rarely,Research & Development,7,Female,2,1,LT,4,Divorced,2532,6,no,14,3,3,8,5,4,0,3,PHD,2017,,Better Opportunity,OFFICE,5,3,yes,Walk-in,Contract
28,no,Travel_Rarely,Sales,5,Male,3,2,SE,4,Single,4908,1,no,14,3,0,4,3,4,0,2,Post-Graduation,2017,,Salary,OFFICE,5,2,no,Job Portal,Part Time
24,no,Travel_Rarely,Research & Development,17,Female,2,2,MD,3,Divorced,4377,1,no,15,3,2,5,6,4,3,2,Graduation,2017,,Dept.Head,OFFICE,5,1,yes,Walk-in,Part Time
35,yes,Travel_Rarely,Research & Development,14,Male,2,1,LT,2,Divorced,3743,1,yes,24,4,1,5,2,4,0,2,Post-Graduation,2017,,Work Environment,OFFICE,5,1,yes,Walk-in,Contract
31,no,Travel_Frequently,Research & Development,1,Female,3,2,MD,1,Married,4148,1,no,12,3,1,4,1,4,0,3,Post-Graduation,2017,,Better Opportunity,OFFICE,4,2,no,Job Portal,FullTime
22,no,Travel_Rarely,Research & Development,8,Male,1,1,LT,1,Married,2451,1,no,15,3,1,4,3,4,1,1,Post-Graduation,2017,,Better Opportunity,WFH,3,3,no,Job Portal,Part Time
37,no,Travel_Rarely,Research & Development,3,Female,3,2,HCR,2,Single,4107,3,no,15,3,0,8,3,4,0,1,12th,2017,,Salary,WFH,1,3,no,Recruiter,FullTime
28,no,Travel_Rarely,Research & Development,15,Male,3,1,LT,3,Divorced,2207,1,no,16,3,1,4,5,4,2,2,PHD,2017,,Salary,OFFICE,0,2,yes,Job Event,Part Time
27,no,Travel_Rarely,Research & Development,6,Male,2,1,RS,3,Married,2539,1,no,13,3,1,4,0,4,2,2,Post-Graduation,2017,,Better Opportunity,OFFICE,1,3,no,Job Event,FullTime
24,no,Travel_Rarely,Research & Development,24,Male,3,1,LT,2,Single,3597,8,no,22,4,0,6,2,4,1,2,12th,2017,,Dept.Head,OFFICE,2,1,no,Job Event,Part Time
43,yes,Travel_Rarely,Sales,9,Female,1,2,SE,3,Single,5346,8,no,13,3,0,7,2,4,1,3,PHD,2017,,Better Opportunity,OFFICE,5,0,yes,Recruiter,Part Time
30,no,Travel_Rarely,Sales,29,Male,3,2,SE,1,Divorced,4115,8,no,19,3,3,8,3,4,0,3,PHD,2017,,Work Environment,WFH,2,1,no,Job Event,Contract
46,no,Travel_Rarely,Research & Development,15,Male,3,5,RD,2,Married,19081,5,no,11,3,1,25,2,4,0,3,Graduation,2017,,Work Environment,WFH,1,2,yes,Recruiter,Part Time
42,no,Non-Travel,Human Resources,2,Male,4,2,HR,1,Married,6272,7,no,16,3,1,10,3,4,0,3,PHD,2017,,Work Environment,OFFICE,4,3,no,Job Portal,Part Time
25,no,Travel_Rarely,Sales,10,Male,3,2,SE,4,Single,4950,0,no,14,3,0,5,4,4,1,1,Graduation,2017,,Better Opportunity,OFFICE,3,3,no,Job Event,Part Time
28,no,Travel_Frequently,Research & Development,1,Male,3,1,LT,3,Single,2154,0,yes,11,3,0,5,2,4,0,2,PHD,2017,,Work Accident,WFH,2,3,no,Walk-in,Contract
40,no,Non-Travel,Research & Development,16,Male,3,1,RS,3,Divorced,3544,9,no,16,3,1,6,0,4,0,0,12th,2017,,Work Accident,WFH,5,1,no,Job Event,Part Time
40,no,Travel_Rarely,Research & Development,1,Male,3,1,LT,2,Married,2387,3,no,22,4,1,7,3,4,0,3,Post-Graduation,2017,,Salary,OFFICE,5,3,no,Job Portal,Part Time
35,yes,Travel_Frequently,Sales,18,Female,3,2,SE,3,Married,4614,0,yes,18,3,1,5,0,4,3,2,PHD,2017,,Dept.Head,OFFICE,4,2,yes,Recruiter,FullTime
38,no,Travel_Frequently,Research & Development,7,Male,4,1,RS,3,Divorced,2610,1,no,11,3,3,4,2,4,0,3,Graduation,2017,,Salary,WFH,4,3,yes,Walk-in,FullTime
51,no,Travel_Frequently,Sales,2,Male,3,3,SE,2,Married,10596,2,no,11,3,0,14,5,4,3,2,12th,2017,,Work Environment,OFFICE,0,1,no,Recruiter,Part Time
26,no,Travel_Rarely,Research & Development,2,Male,2,1,RS,4,Single,3904,0,no,12,3,0,5,2,4,1,1,PHD,2017,,Work Accident,WFH,4,3,no,Walk-in,Part Time
49,yes,Travel_Frequently,Research & Development,28,Male,2,2,LT,1,Single,4284,3,no,20,4,0,20,2,4,1,3,Graduation,2017,,Better Opportunity,OFFICE,1,3,yes,Recruiter,FullTime
34,no,Travel_Frequently,Research & Development,1,Male,3,1,RS,1,Divorced,2996,5,no,14,3,2,10,2,4,1,3,PHD,2017,,Work Environment,WFH,0,3,no,Walk-in,Contract
32,no,Travel_Rarely,Sales,7,Male,3,2,SE,4,Married,9204,4,no,12,3,1,7,3,4,0,3,PHD,2017,,Work Environment,OFFICE,3,2,yes,Job Portal,Contract
41,no,Travel_Rarely,Research & Development,5,Male,4,1,RS,3,Married,2127,2,yes,12,3,0,7,5,4,0,3,PHD,2017,,Dept.Head,OFFICE,2,2,no,Job Portal,Contract
33,no,Travel_Frequently,Sales,7,Male,3,2,SE,1,Married,4373,0,no,14,3,2,5,2,4,0,3,PHD,2017,,Salary,WFH,3,2,yes,Walk-in,Part Time
28,no,Travel_Frequently,Sales,7,Male,3,2,SE,1,Single,4898,0,no,14,3,0,5,5,4,1,3,PHD,2017,,Dept.Head,WFH,2,1,yes,Job Event,Contract
23,no,Travel_Rarely,Research & Development,20,Male,3,2,LT,3,Single,2272,0,no,14,3,0,5,2,4,1,2,12th,2017,,Dept.Head,WFH,1,2,no,Recruiter,Part Time
30,no,Travel_Rarely,Sales,29,Male,3,3,SE,2,Married,9250,3,no,12,3,1,9,3,4,1,3,PHD,2017,,Work Accident,WFH,1,0,no,Walk-in,FullTime
22,no,Non-Travel,Research & Development,26,Female,2,1,RS,3,Married,2814,1,yes,14,3,0,4,2,4,1,3,12th,2017,,Work Environment,WFH,4,2,no,Job Event,Part Time
37,no,Travel_Rarely,Research & Development,19,Male,3,2,MD,3,Married,5768,3,no,17,3,3,9,2,4,0,2,12th,2017,,Dept.Head,OFFICE,1,1,no,Job Portal,FullTime
40,no,Travel_Rarely,Research & Development,16,Female,3,3,MD,4,Single,7945,6,yes,15,3,0,18,2,4,3,3,12th,2017,,Work Accident,WFH,0,3,no,Job Portal,Contract
27,no,Travel_Frequently,Research & Development,2,Male,3,1,RS,4,Single,2580,2,no,13,3,0,6,0,4,1,2,12th,2017,,Better Opportunity,OFFICE,2,3,yes,Recruiter,Part Time
40,yes,Travel_Rarely,Research & Development,7,Male,3,1,LT,1,Single,2166,3,yes,14,3,0,10,3,4,0,3,Post-Graduation,2017,,Work Environment,WFH,1,1,no,Walk-in,FullTime
49,no,Travel_Rarely,Research & Development,22,Female,3,4,RD,2,Married,16413,3,no,16,3,2,27,2,4,1,2,Graduation,2017,,Dept.Head,OFFICE,0,0,no,Walk-in,Contract
36,no,Travel_Rarely,Research & Development,7,Male,3,1,LT,2,Single,2013,2,no,11,3,0,15,4,4,1,3,PHD,2017,,Work Accident,WFH,4,0,yes,Recruiter,Contract
38,no,Travel_Frequently,Research & Development,2,Female,2,1,LT,2,Single,2440,1,no,22,4,0,4,3,4,3,3,Graduation,2017,,Work Environment,WFH,5,1,no,Job Portal,Contract
53,no,Travel_Rarely,Research & Development,24,Male,4,3,HCR,4,Married,7005,3,no,15,3,0,11,2,4,1,2,PHD,2017,,Better Opportunity,OFFICE,5,3,yes,Job Portal,FullTime
55,no,Travel_Rarely,Research & Development,22,Male,2,1,RS,2,Divorced,3537,5,no,12,3,1,8,1,4,1,2,Post-Graduation,2017,,Better Opportunity,WFH,5,1,yes,Recruiter,Contract
32,no,Travel_Rarely,Sales,19,Male,1,3,SE,3,Married,9610,3,no,13,3,1,10,2,4,0,2,Post-Graduation,2017,,Dept.Head,WFH,5,3,no,Job Event,Contract
30,yes,Travel_Frequently,Human Resources,8,Female,2,1,HR,4,Divorced,2180,6,no,11,3,1,6,0,4,1,2,Graduation,2017,,Dept.Head,WFH,4,1,yes,Walk-in,Contract
39,no,Travel_Rarely,Research & Development,10,Male,3,3,RD,3,Single,13464,7,no,21,4,0,9,3,4,2,2,Post-Graduation,2017,,Dept.Head,WFH,3,2,yes,Job Portal,Part Time
40,no,Travel_Rarely,Research & Development,2,Female,3,1,LT,1,Married,3377,4,no,17,3,1,7,5,4,0,2,Post-Graduation,2017,,Better Opportunity,OFFICE,2,1,no,Job Portal,FullTime
38,no,Travel_Rarely,Sales,2,Female,1,2,SRep,4,Married,5405,2,yes,20,4,2,20,4,4,0,3,Post-Graduation,2017,,Work Accident,OFFICE,5,3,yes,Job Event,FullTime
56,yes,Travel_Rarely,Research & Development,24,Male,3,1,LT,4,Single,2587,1,no,16,3,0,5,3,4,1,0,Graduation,2017,,Salary,WFH,1,3,yes,Job Event,Part Time
36,no,Travel_Rarely,Sales,17,Male,2,2,SE,2,Married,5507,2,no,16,3,2,12,1,4,1,3,Post-Graduation,2017,,Salary,WFH,0,0,yes,Recruiter,Contract
34,no,Travel_Rarely,Sales,3,Female,2,2,SE,4,Married,8103,3,yes,12,3,0,9,3,4,0,1,Post-Graduation,2017,,Dept.Head,OFFICE,1,2,yes,Walk-in,Part Time
45,no,Travel_Frequently,Research & Development,1,Male,3,2,HCR,3,Single,5399,4,no,12,3,0,12,3,4,0,3,12th,2017,,Salary,WFH,3,2,no,Walk-in,Part Time
32,yes,Travel_Frequently,Research & Development,5,Female,4,1,RS,3,Single,2432,3,yes,14,3,0,8,2,4,0,3,12th,2017,,Work Environment,OFFICE,4,1,yes,Job Portal,Part Time
31,no,Non-Travel,Research & Development,3,Male,3,1,RS,1,Divorced,3065,1,yes,13,3,1,4,3,4,2,3,Graduation,2017,,Dept.Head,OFFICE,1,0,yes,Job Event,FullTime
28,yes,Travel_Rarely,Research & Development,17,Male,2,1,LT,4,Divorced,2367,5,no,12,3,1,6,2,4,0,3,Post-Graduation,2017,,Work Accident,WFH,0,2,no,Recruiter,Part Time
54,no,Travel_Rarely,Research & Development,9,Female,3,2,RS,3,Married,2897,3,no,11,3,2,9,6,4,2,3,Post-Graduation,2017,,Dept.Head,WFH,5,1,yes,Job Portal,Contract
24,no,Travel_Rarely,Research & Development,1,Male,2,2,HCR,3,Single,4617,1,no,12,3,0,4,2,4,1,2,Graduation,2017,,Dept.Head,WFH,0,1,no,Walk-in,Part Time
42,no,Travel_Rarely,Research & Development,18,Male,3,2,RS,1,Divorced,5410,6,yes,17,3,1,9,3,4,1,2,PHD,2017,,Work Environment,WFH,3,0,yes,Job Portal,FullTime
44,no,Travel_Rarely,Research & Development,1,Male,3,1,RS,4,Single,2436,6,yes,12,3,0,6,2,4,1,2,Post-Graduation,2017,,Salary,WFH,2,2,no,Walk-in,FullTime
36,no,Travel_Frequently,Research & Development,4,Female,3,2,MD,2,Divorced,5131,7,no,13,3,3,18,3,4,0,2,12th,2017,,Work Environment,OFFICE,3,1,no,Walk-in,Part Time
32,no,Travel_Rarely,Research & Development,2,Male,3,1,RS,1,Single,2439,1,no,14,3,0,4,4,4,1,2,12th,2017,,Better Opportunity,OFFICE,4,2,yes,Job Portal,Part Time
35,no,Travel_Rarely,Research & Development,1,Female,1,1,RS,4,Married,2977,1,no,12,3,1,4,5,4,1,1,Graduation,2017,,Work Accident,WFH,4,0,yes,Recruiter,Part Time
29,no,Travel_Rarely,Research & Development,13,Male,2,2,LT,2,Married,4025,4,yes,13,3,1,10,2,4,0,3,12th,2017,,Work Accident,OFFICE,5,2,no,Job Portal,FullTime
26,no,Travel_Rarely,Sales,5,Female,2,1,SRep,3,Single,2966,0,no,18,3,0,5,2,4,0,0,PHD,2017,,Work Environment,WFH,4,2,yes,Recruiter,FullTime
34,no,Travel_Rarely,Research & Development,8,Male,4,2,LT,3,Married,4404,2,no,12,3,0,6,3,4,1,2,Graduation,2017,,Work Accident,OFFICE,5,3,no,Walk-in,Part Time
35,no,Travel_Rarely,Research & Development,16,Male,4,1,LT,2,Married,2426,0,no,13,3,1,6,5,5,0,3,PHD,2016,,Dept.Head,OFFICE,1,3,yes,Job Portal,Contract
31,no,Travel_Rarely,Research & Development,26,Male,3,1,RS,3,Divorced,2911,1,no,17,3,1,5,1,5,4,3,PHD,2016,,Salary,WFH,3,2,yes,Walk-in,Contract
36,yes,Travel_Rarely,Sales,9,Male,2,1,SRep,1,Single,3407,7,no,23,4,0,10,4,5,0,3,PHD,2016,,Dept.Head,WFH,3,2,no,Recruiter,Contract
43,no,Travel_Rarely,Research & Development,2,Female,4,1,RS,3,Divorced,2645,1,no,12,3,2,6,3,5,1,4,12th,2016,,Dept.Head,OFFICE,0,0,yes,Walk-in,FullTime
33,no,Travel_Frequently,Sales,1,Female,4,2,SE,1,Married,5376,2,no,19,3,2,10,3,5,1,3,Graduation,2016,,Better Opportunity,WFH,4,3,no,Recruiter,FullTime
55,no,Travel_Rarely,Research & Development,8,Female,3,4,Mngr,3,Divorced,14756,2,yes,14,3,3,21,2,5,0,2,PHD,2016,,Salary,WFH,5,3,no,Job Event,FullTime
29,no,Travel_Rarely,Research & Development,2,Male,3,1,RS,2,Married,2703,0,no,23,4,1,6,3,5,0,4,Graduation,2016,,Work Accident,OFFICE,0,3,yes,Walk-in,Part Time
37,no,Travel_Rarely,Research & Development,7,Male,3,3,RD,3,Single,13664,4,no,13,3,0,16,3,5,0,2,Graduation,2016,,Work Accident,WFH,3,0,yes,Recruiter,Contract
34,no,Travel_Rarely,Research & Development,1,Male,3,2,MD,2,Married,4325,1,no,15,3,0,5,2,5,1,3,Graduation,2016,,Work Environment,OFFICE,1,1,no,Job Event,Part Time
28,no,Non-Travel,Sales,4,Male,3,2,SE,3,Married,4221,1,no,15,3,0,5,3,5,0,4,PHD,2016,,Dept.Head,OFFICE,2,1,no,Job Event,Part Time
54,no,Non-Travel,Human Resources,26,Female,4,4,Mngr,4,Single,17328,2,yes,12,3,0,23,3,5,4,4,PHD,2016,,Salary,OFFICE,1,3,no,Job Event,Part Time
24,no,Travel_Rarely,Research & Development,18,Male,3,1,LT,3,Married,2774,0,no,12,3,1,6,2,5,1,2,Post-Graduation,2016,,Work Environment,OFFICE,3,0,yes,Recruiter,Contract
37,no,Travel_Rarely,Sales,3,Male,3,3,SE,4,Single,7428,2,no,12,3,0,12,3,5,1,3,PHD,2016,,Work Environment,WFH,5,3,no,Job Event,Part Time
56,yes,Travel_Rarely,Research & Development,14,Female,3,1,RS,2,Married,4963,9,yes,18,3,3,7,2,5,4,3,Graduation,2016,,Salary,WFH,0,3,yes,Job Event,Contract
26,no,Travel_Rarely,Research & Development,6,Female,2,1,RS,2,Married,2368,1,no,19,3,0,5,3,5,4,3,Graduation,2016,,Dept.Head,WFH,0,3,yes,Job Portal,Contract
32,yes,Travel_Rarely,Research & Development,9,Female,3,1,LT,1,Single,4200,7,no,22,4,0,10,2,5,0,4,12th,2016,,Work Environment,WFH,5,1,yes,Walk-in,Contract
30,no,Travel_Rarely,Research & Development,18,Female,3,1,RS,3,Single,2632,1,no,14,3,0,5,4,5,0,4,12th,2016,,Work Accident,OFFICE,1,3,no,Job Event,FullTime
30,no,Travel_Rarely,Research & Development,2,Male,2,1,LT,4,Single,2720,0,no,13,3,0,6,3,5,1,2,PHD,2016,,Better Opportunity,WFH,1,1,yes,Job Event,Contract
41,no,Travel_Rarely,Research & Development,9,Male,3,1,LT,1,Married,2238,2,no,21,4,1,7,2,5,1,4,Post-Graduation,2016,,Work Environment,WFH,1,2,no,Recruiter,Part Time
28,no,Travel_Rarely,Research & Development,21,Male,3,1,RS,4,Married,2713,1,no,11,3,1,5,2,5,0,2,Post-Graduation,2016,,Work Environment,WFH,2,0,no,Job Event,FullTime
57,no,Travel_Rarely,Research & Development,24,Male,4,3,HCR,4,Divorced,9439,3,yes,16,3,1,12,2,5,1,4,12th,2016,,Work Environment,WFH,4,2,yes,Job Portal,FullTime
50,no,Travel_Rarely,Research & Development,11,Female,3,5,Mngr,2,Single,19926,3,no,15,3,0,21,5,5,4,4,Graduation,2016,,Work Accident,OFFICE,2,1,yes,Job Portal,Part Time
32,no,Travel_Rarely,Research & Development,6,Male,3,1,RS,3,Single,3038,3,no,20,4,0,8,2,5,1,4,PHD,2016,,Better Opportunity,OFFICE,4,1,no,Job Portal,Part Time
27,no,Travel_Rarely,Research & Development,17,Male,3,1,RS,2,Married,3058,0,yes,16,3,1,6,3,5,1,1,12th,2016,,Work Accident,WFH,3,2,no,Walk-in,Contract
45,no,Travel_Rarely,Sales,4,Female,3,2,SE,1,Divorced,5006,4,yes,11,3,1,9,3,5,0,3,PHD,2016,,Work Environment,WFH,2,3,no,Job Event,Contract
